Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Zoie,"Dragons: Race to the Edge: Season 6: ""In Plain Sight""",Roku Midland Smart TV,2022-05-21 15:50:24,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":1248000},{""eventType"":""playing"",""sessionOffsetMs"":5987,""mediaOffsetMs"":1248000},{""eventType"":""playing"",""sessionOffsetMs"":23267,""mediaOffsetMs"":1265280},{""eventType"":""playing"",""sessionOffsetMs"":31267,""mediaOffsetMs"":1273280},{""eventType"":""playing"",""sessionOffsetMs"":39267,""mediaOffsetMs"":1281280},{""eventType"":""playing"",""sessionOffsetMs"":59299,""mediaOffsetMs"":1301312},{""eventType"":""paused"",""sessionOffsetMs"":101233,""mediaOffsetMs"":1341506},{""eventType"":""stopped"",""sessionOffsetMs"":103088,""mediaOffsetMs"":1341574}]"
Zoie,"Dragons: Race to the Edge: Season 6: ""In Plain Sight""",Roku Midland Smart TV,2022-05-21 07:47:02,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":3545,""mediaOffsetMs"":41000},{""eventType"":""paused"",""sessionOffsetMs"":7962,""mediaOffsetMs"":44623},{""eventType"":""playing"",""sessionOffsetMs"":19484,""mediaOffsetMs"":44623},{""eventType"":""playing"",""sessionOffsetMs"":38925,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":44941,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":86989,""mediaOffsetMs"":112128},{""eventType"":""stopped"",""sessionOffsetMs"":1223067,""mediaOffsetMs"":1248206}]"
Zoie,"Dragons: Race to the Edge: Season 5: ""Sins of the Past""",Roku Midland Smart TV,2022-05-21 07:25:20,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":3873,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":26937,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":32953,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":75001,""mediaOffsetMs"":112128},{""eventType"":""paused"",""sessionOffsetMs"":1303266,""mediaOffsetMs"":1340470},{""eventType"":""stopped"",""sessionOffsetMs"":1304984,""mediaOffsetMs"":1340500}]"
Zoie,"Dragons: Race to the Edge: Season 5: ""Searching for Oswald ... and Chicken""",Roku Midland Smart TV,2022-05-21 07:03:35,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":3915,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":26979,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":32995,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":47011,""mediaOffsetMs"":84096},{""eventType"":""paused"",""sessionOffsetMs"":1304364,""mediaOffsetMs"":1341371},{""eventType"":""stopped"",""sessionOffsetMs"":1306227,""mediaOffsetMs"":1341552}]"
Zoie,"Dragons: Race to the Edge: Season 5: ""Snuffnut""",Roku Midland Smart TV,2022-05-21 06:41:52,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":4499,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":27563,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":33579,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":41579,""mediaOffsetMs"":78080},{""eventType"":""paused"",""sessionOffsetMs"":1304460,""mediaOffsetMs"":1340766},{""eventType"":""stopped"",""sessionOffsetMs"":1306327,""mediaOffsetMs"":1341019}]"
Zoie,"Dragons: Race to the Edge: Season 5: ""No Dragon Left Behind""",Roku Midland Smart TV,2022-05-21 06:20:07,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":4373,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":27437,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":33453,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":41453,""mediaOffsetMs"":78080},{""eventType"":""paused"",""sessionOffsetMs"":1304659,""mediaOffsetMs"":1341379},{""eventType"":""stopped"",""sessionOffsetMs"":1306648,""mediaOffsetMs"":1341429}]"
Zoie,"Dragons: Race to the Edge: Season 5: ""The Wings of War, Part 2""",Roku Midland Smart TV,2022-05-21 06:11:04,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":804000},{""eventType"":""playing"",""sessionOffsetMs"":4575,""mediaOffsetMs"":804000},{""eventType"":""playing"",""sessionOffsetMs"":25407,""mediaOffsetMs"":824832},{""eventType"":""playing"",""sessionOffsetMs"":33407,""mediaOffsetMs"":832832},{""eventType"":""playing"",""sessionOffsetMs"":53439,""mediaOffsetMs"":852864},{""eventType"":""paused"",""sessionOffsetMs"":543633,""mediaOffsetMs"":1341356},{""eventType"":""stopped"",""sessionOffsetMs"":545774,""mediaOffsetMs"":1341522}]"
Zoie,Dragons: Dawn of the Dragon Racers,Roku Midland Smart TV,2022-05-21 05:44:19,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":4131,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":24163,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":32163,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":38179,""mediaOffsetMs"":34048},{""eventType"":""paused"",""sessionOffsetMs"":1589031,""mediaOffsetMs"":1584877},{""eventType"":""stopped"",""sessionOffsetMs"":1589758,""mediaOffsetMs"":1585017}]"
Zoie,How to Train Your Dragon,Roku Midland Smart TV,2022-05-21 04:12:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":6546,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":26578,""mediaOffsetMs"":20032},{""eventType"":""playing"",""sessionOffsetMs"":104658,""mediaOffsetMs"":98112},{""eventType"":""playing"",""sessionOffsetMs"":112658,""mediaOffsetMs"":106112},{""eventType"":""playing"",""sessionOffsetMs"":2098642,""mediaOffsetMs"":2092096},{""eventType"":""playing"",""sessionOffsetMs"":2254802,""mediaOffsetMs"":2248256},{""eventType"":""playing"",""sessionOffsetMs"":2432978,""mediaOffsetMs"":2426432},{""eventType"":""playing"",""sessionOffsetMs"":2547090,""mediaOffsetMs"":2540544},{""eventType"":""playing"",""sessionOffsetMs"":3201746,""mediaOffsetMs"":3195200},{""eventType"":""paused"",""sessionOffsetMs"":5353320,""mediaOffsetMs"":5346879},{""eventType"":""stopped"",""sessionOffsetMs"":5496055,""mediaOffsetMs"":5346377}]"
Zoie,How to Train Your Dragon_hook_primary_16x9,Roku Midland Smart TV,2022-05-21 04:12:18,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4927,""mediaOffsetMs"":0}]"
Zoie,The Thundermans: Season 1_hook_05_16x9,Roku Midland Smart TV,2022-05-21 04:12:11,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3453,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5825,""mediaOffsetMs"":2230},{""eventType"":""stopped"",""sessionOffsetMs"":8378,""mediaOffsetMs"":2524}]"
Zoie,Bella and the Bulldogs: Season 1_hook_primary_16x9,Roku Midland Smart TV,2022-05-21 04:12:09,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2549,""mediaOffsetMs"":0}]"
Zoie,Season 1 Teaser 2: The Boss Baby: Back in the Crib,Roku Midland Smart TV,2022-05-21 04:12:03,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":7220,""mediaOffsetMs"":0}]"
Zoie,"Henry Danger: Season 2: ""Indestructible Henry, Part 1""",Amazon TVAFTBL Smart TV,2022-05-20 05:29:04,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":7000},{""eventType"":""playing"",""sessionOffsetMs"":1180,""mediaOffsetMs"":7000},{""eventType"":""paused"",""sessionOffsetMs"":557666,""mediaOffsetMs"":561847},{""eventType"":""stopped"",""sessionOffsetMs"":566578,""mediaOffsetMs"":561698}]"
Zoie,"Henry Danger: Season 2: ""Christmas Danger""",Amazon TVAFTBL Smart TV,2022-05-20 05:27:42,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":7000},{""eventType"":""playing"",""sessionOffsetMs"":2194,""mediaOffsetMs"":7000},{""eventType"":""playing"",""sessionOffsetMs"":12543,""mediaOffsetMs"":16474},{""eventType"":""paused"",""sessionOffsetMs"":29068,""mediaOffsetMs"":32979},{""eventType"":""reposition"",""sessionOffsetMs"":43742,""mediaOffsetMs"":1330000},{""eventType"":""playing"",""sessionOffsetMs"":45092,""mediaOffsetMs"":1325615},{""eventType"":""stopped"",""sessionOffsetMs"":82342,""mediaOffsetMs"":1361000}]"
Zoie,"Henry Danger: Season 2: ""Henry’s Jelly""",Amazon TVAFTBL Smart TV,2022-05-20 05:16:47,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":760000},{""eventType"":""playing"",""sessionOffsetMs"":3402,""mediaOffsetMs"":760000},{""eventType"":""paused"",""sessionOffsetMs"":116569,""mediaOffsetMs"":872624},{""eventType"":""playing"",""sessionOffsetMs"":191840,""mediaOffsetMs"":872624},{""eventType"":""paused"",""sessionOffsetMs"":655618,""mediaOffsetMs"":1336360},{""eventType"":""stopped"",""sessionOffsetMs"":656418,""mediaOffsetMs"":1336477}]"
Zoie,Henry Danger: Season 1_hook_02_16x9,Amazon TVAFTBL Smart TV,2022-05-20 05:16:41,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2508,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":6168,""mediaOffsetMs"":3482},{""eventType"":""stopped"",""sessionOffsetMs"":7600,""mediaOffsetMs"":3722}]"
Zoie,DreamWorks Dragons: Race to the Edge: Season 6 (Trailer),Amazon TVAFTBL Smart TV,2022-05-20 05:16:40,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2415,""mediaOffsetMs"":0}]"
Zoie,Soul Surfer_hook_03_16x9,Amazon TVAFTBL Smart TV,2022-05-20 05:16:35,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2607,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5102,""mediaOffsetMs"":2470},{""eventType"":""stopped"",""sessionOffsetMs"":7499,""mediaOffsetMs"":2166}]"
Zoie,Fuller House: Season 3 (Trailer),Amazon TVAFTBL Smart TV,2022-05-20 05:16:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":835},{""eventType"":""playing"",""sessionOffsetMs"":2867,""mediaOffsetMs"":835},{""eventType"":""paused"",""sessionOffsetMs"":6027,""mediaOffsetMs"":3931},{""eventType"":""stopped"",""sessionOffsetMs"":9073,""mediaOffsetMs"":3664}]"
Zoie,Floor Is Lava: Season 1 - Peer Review,Amazon TVAFTBL Smart TV,2022-05-20 05:16:26,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2398,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2569,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3823,""mediaOffsetMs"":135}]"
Zoie,The Thundermans: Season 1_hook_04_16x9,Amazon TVAFTBL Smart TV,2022-05-20 05:16:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2897,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3667,""mediaOffsetMs"":749},{""eventType"":""stopped"",""sessionOffsetMs"":5874,""mediaOffsetMs"":495}]"
Zoie,Fuller House: Season 3 (Trailer),Amazon TVAFTBL Smart TV,2022-05-20 05:16:18,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":835},{""eventType"":""playing"",""sessionOffsetMs"":5057,""mediaOffsetMs"":835},{""eventType"":""paused"",""sessionOffsetMs"":6903,""mediaOffsetMs"":2544},{""eventType"":""stopped"",""sessionOffsetMs"":8785,""mediaOffsetMs"":2555}]"
Zoie,Season 1 Teaser 2: The Boss Baby: Back in the Crib,Amazon TVAFTBL Smart TV,2022-05-20 05:16:12,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":4701,""mediaOffsetMs"":0}]"
Zoie,"Fuller House: Season 2: ""Glazed & Confused""",Amazon TVAFTBL Smart TV,2022-05-18 06:47:29,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":2290,""mediaOffsetMs"":9000},{""eventType"":""paused"",""sessionOffsetMs"":6890,""mediaOffsetMs"":9805},{""eventType"":""stopped"",""sessionOffsetMs"":311529,""mediaOffsetMs"":9820}]"
Zoie,"Fuller House: Season 2: ""A Tangled Web""",Amazon TVAFTBL Smart TV,2022-05-18 06:21:34,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":1918,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":15941,""mediaOffsetMs"":19644},{""eventType"":""playing"",""sessionOffsetMs"":1397997,""mediaOffsetMs"":1401691},{""eventType"":""playing"",""sessionOffsetMs"":1444741,""mediaOffsetMs"":1448447},{""eventType"":""paused"",""sessionOffsetMs"":1555140,""mediaOffsetMs"":1558753},{""eventType"":""stopped"",""sessionOffsetMs"":1555952,""mediaOffsetMs"":1558726}]"
Zoie,"Fuller House: Season 2: ""Girl Talk""",Amazon TVAFTBL Smart TV,2022-05-18 05:54:24,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":2164,""mediaOffsetMs"":9000},{""eventType"":""paused"",""sessionOffsetMs"":1630199,""mediaOffsetMs"":1633204},{""eventType"":""stopped"",""sessionOffsetMs"":1630841,""mediaOffsetMs"":1633451}]"
Zoie,"Fuller House: Season 2: ""Fuller Thanksgiving""",Amazon TVAFTBL Smart TV,2022-05-18 05:22:44,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":1885,""mediaOffsetMs"":9000},{""eventType"":""paused"",""sessionOffsetMs"":1900419,""mediaOffsetMs"":1903872},{""eventType"":""stopped"",""sessionOffsetMs"":1901305,""mediaOffsetMs"":1904100}]"
Zoie,"Fuller House: Season 2: ""Doggy Daddy""",Amazon TVAFTBL Smart TV,2022-05-18 04:57:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":2849,""mediaOffsetMs"":9000},{""eventType"":""paused"",""sessionOffsetMs"":44947,""mediaOffsetMs"":47506},{""eventType"":""playing"",""sessionOffsetMs"":47486,""mediaOffsetMs"":47506},{""eventType"":""paused"",""sessionOffsetMs"":1511731,""mediaOffsetMs"":1511954},{""eventType"":""stopped"",""sessionOffsetMs"":1512467,""mediaOffsetMs"":1512000}]"
Zoie,"Fuller House: Season 2: ""Curse of Tanner Manor""",Amazon TVAFTBL Smart TV,2022-05-18 04:32:07,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":2099,""mediaOffsetMs"":9000},{""eventType"":""paused"",""sessionOffsetMs"":8859,""mediaOffsetMs"":12002},{""eventType"":""reposition"",""sessionOffsetMs"":8859,""mediaOffsetMs"":2405},{""eventType"":""paused"",""sessionOffsetMs"":9415,""mediaOffsetMs"":2405},{""eventType"":""reposition"",""sessionOffsetMs"":19764,""mediaOffsetMs"":70000},{""eventType"":""playing"",""sessionOffsetMs"":22225,""mediaOffsetMs"":68568},{""eventType"":""paused"",""sessionOffsetMs"":37388,""mediaOffsetMs"":83629},{""eventType"":""reposition"",""sessionOffsetMs"":37388,""mediaOffsetMs"":73865},{""eventType"":""playing"",""sessionOffsetMs"":42164,""mediaOffsetMs"":59059},{""eventType"":""paused"",""sessionOffsetMs"":1525410,""mediaOffsetMs"":1542087},{""eventType"":""stopped"",""sessionOffsetMs"":1527077,""mediaOffsetMs"":1542170}]"
Zoie,"Fuller House: Season 2: ""Ramona's Not-So-Epic First Kiss""",Amazon TVAFTBL Smart TV,2022-05-18 04:09:30,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":2111,""mediaOffsetMs"":9000},{""eventType"":""paused"",""sessionOffsetMs"":630589,""mediaOffsetMs"":633910},{""eventType"":""reposition"",""sessionOffsetMs"":634583,""mediaOffsetMs"":660000},{""eventType"":""playing"",""sessionOffsetMs"":635032,""mediaOffsetMs"":656781},{""eventType"":""paused"",""sessionOffsetMs"":656308,""mediaOffsetMs"":677903},{""eventType"":""reposition"",""sessionOffsetMs"":663748,""mediaOffsetMs"":730000},{""eventType"":""playing"",""sessionOffsetMs"":665314,""mediaOffsetMs"":729895},{""eventType"":""paused"",""sessionOffsetMs"":842112,""mediaOffsetMs"":906714},{""eventType"":""reposition"",""sessionOffsetMs"":845940,""mediaOffsetMs"":1170000},{""eventType"":""playing"",""sessionOffsetMs"":848110,""mediaOffsetMs"":1169751},{""eventType"":""paused"",""sessionOffsetMs"":1357890,""mediaOffsetMs"":1679458},{""eventType"":""stopped"",""sessionOffsetMs"":1359705,""mediaOffsetMs"":1679585}]"
Zoie,"Fuller House: Season 2: ""Mom Interference""",Amazon TVAFTBL Smart TV,2022-05-18 03:58:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":512000},{""eventType"":""playing"",""sessionOffsetMs"":5213,""mediaOffsetMs"":512000},{""eventType"":""paused"",""sessionOffsetMs"":466028,""mediaOffsetMs"":972379},{""eventType"":""reposition"",""sessionOffsetMs"":470019,""mediaOffsetMs"":1390000},{""eventType"":""playing"",""sessionOffsetMs"":471399,""mediaOffsetMs"":1388178},{""eventType"":""paused"",""sessionOffsetMs"":656619,""mediaOffsetMs"":1573212},{""eventType"":""stopped"",""sessionOffsetMs"":658132,""mediaOffsetMs"":1573389}]"
Zoie,Henry Danger: Season 1_hook_01_16x9,Amazon TVAFTBL Smart TV,2022-05-18 03:58:31,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3780,""mediaOffsetMs"":0}]"
Zoie,PJ Masks: Season 1_hook_primary_16x9,Amazon TVAFTBL Smart TV,2022-05-18 03:58:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":5257,""mediaOffsetMs"":0}]"
Zoie,Grown Ups_hook_primary_16x9,Amazon TVAFTBL Smart TV,2022-05-18 03:58:24,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":3432,""mediaOffsetMs"":0}]"
Zoie,"Fuller House: Season 2: ""Mom Interference""",LG DTV 2020 RTK K6Lp UHD TV Smart TV,2022-05-18 03:47:22,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":1918,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":15963,""mediaOffsetMs"":19644},{""eventType"":""playing"",""sessionOffsetMs"":24351,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":30367,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":38367,""mediaOffsetMs"":42048},{""eventType"":""playing"",""sessionOffsetMs"":44383,""mediaOffsetMs"":48064},{""eventType"":""paused"",""sessionOffsetMs"":509174,""mediaOffsetMs"":512845},{""eventType"":""playing"",""sessionOffsetMs"":562401,""mediaOffsetMs"":512845}]"
Zoie,"Fuller House: Season 2: ""Welcome Back""",LG DTV 2020 RTK K6Lp UHD TV Smart TV,2022-05-18 03:16:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":1748,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":15804,""mediaOffsetMs"":19644},{""eventType"":""playing"",""sessionOffsetMs"":23879,""mediaOffsetMs"":27694},{""eventType"":""playing"",""sessionOffsetMs"":24217,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":30040,""mediaOffsetMs"":33867},{""eventType"":""playing"",""sessionOffsetMs"":30221,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":38221,""mediaOffsetMs"":42048},{""eventType"":""playing"",""sessionOffsetMs"":44237,""mediaOffsetMs"":48064},{""eventType"":""paused"",""sessionOffsetMs"":291438,""mediaOffsetMs"":295128},{""eventType"":""playing"",""sessionOffsetMs"":507588,""mediaOffsetMs"":295128},{""eventType"":""paused"",""sessionOffsetMs"":1674056,""mediaOffsetMs"":1461710},{""eventType"":""reposition"",""sessionOffsetMs"":1677876,""mediaOffsetMs"":1610000},{""eventType"":""playing"",""sessionOffsetMs"":1678527,""mediaOffsetMs"":1609107},{""eventType"":""paused"",""sessionOffsetMs"":1848930,""mediaOffsetMs"":1779527},{""eventType"":""stopped"",""sessionOffsetMs"":1849619,""mediaOffsetMs"":1779613}]"
Zoie,"Fuller House: Season 1: ""Love Is in the Air""",LG DTV 2020 RTK K6Lp UHD TV Smart TV,2022-05-18 02:44:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":1973,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":24116,""mediaOffsetMs"":27694},{""eventType"":""playing"",""sessionOffsetMs"":24454,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":30470,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":38470,""mediaOffsetMs"":42048},{""eventType"":""playing"",""sessionOffsetMs"":44486,""mediaOffsetMs"":48064},{""eventType"":""playing"",""sessionOffsetMs"":1405830,""mediaOffsetMs"":1409408},{""eventType"":""playing"",""sessionOffsetMs"":1425862,""mediaOffsetMs"":1429440},{""eventType"":""playing"",""sessionOffsetMs"":1618054,""mediaOffsetMs"":1621632},{""eventType"":""playing"",""sessionOffsetMs"":1640070,""mediaOffsetMs"":1643648},{""eventType"":""playing"",""sessionOffsetMs"":1760198,""mediaOffsetMs"":1763776},{""eventType"":""playing"",""sessionOffsetMs"":1782214,""mediaOffsetMs"":1785792},{""eventType"":""playing"",""sessionOffsetMs"":1790214,""mediaOffsetMs"":1793792},{""eventType"":""paused"",""sessionOffsetMs"":1924848,""mediaOffsetMs"":1928217},{""eventType"":""stopped"",""sessionOffsetMs"":1925513,""mediaOffsetMs"":1928386}]"
Zoie,"Fuller House: Season 1: ""Save the Dates""",LG DTV 2020 RTK K6Lp UHD TV Smart TV,2022-05-18 02:23:07,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":304000},{""eventType"":""playing"",""sessionOffsetMs"":4155,""mediaOffsetMs"":304000},{""eventType"":""playing"",""sessionOffsetMs"":13207,""mediaOffsetMs"":312437},{""eventType"":""playing"",""sessionOffsetMs"":27106,""mediaOffsetMs"":326336},{""eventType"":""playing"",""sessionOffsetMs"":35106,""mediaOffsetMs"":334336},{""eventType"":""playing"",""sessionOffsetMs"":41122,""mediaOffsetMs"":340352},{""eventType"":""playing"",""sessionOffsetMs"":49122,""mediaOffsetMs"":348352},{""eventType"":""paused"",""sessionOffsetMs"":1282624,""mediaOffsetMs"":1581705},{""eventType"":""stopped"",""sessionOffsetMs"":1283300,""mediaOffsetMs"":1581830}]"
Zoie,Fuller House: Season 2 (Trailer),LG DTV 2020 RTK K6Lp UHD TV Smart TV,2022-05-18 02:23:03,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2450,""mediaOffsetMs"":0}]"
Zoie,Grown Ups_hook_primary_16x9,LG DTV 2020 RTK K6Lp UHD TV Smart TV,2022-05-18 02:22:56,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3124,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":7378,""mediaOffsetMs"":4295},{""eventType"":""stopped"",""sessionOffsetMs"":9900,""mediaOffsetMs"":4282}]"
Zoie,"Fuller House: Season 1: ""Save the Dates""",LG DTV 2020 RTK K6Lp UHD TV Smart TV,2022-05-16 04:01:07,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":1924,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":24066,""mediaOffsetMs"":27694},{""eventType"":""playing"",""sessionOffsetMs"":24404,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":30420,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":38420,""mediaOffsetMs"":42048},{""eventType"":""playing"",""sessionOffsetMs"":44436,""mediaOffsetMs"":48064},{""eventType"":""stopped"",""sessionOffsetMs"":299924,""mediaOffsetMs"":303552}]"
Zoie,"Fuller House: Season 1: ""Partnerships in the Night""",LG DTV 2020 RTK K6Lp UHD TV Smart TV,2022-05-16 03:35:39,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":1982,""mediaOffsetMs"":9000},{""eventType"":""playing"",""sessionOffsetMs"":24128,""mediaOffsetMs"":27694},{""eventType"":""playing"",""sessionOffsetMs"":24466,""mediaOffsetMs"":28032},{""eventType"":""playing"",""sessionOffsetMs"":30482,""mediaOffsetMs"":34048},{""eventType"":""playing"",""sessionOffsetMs"":38482,""mediaOffsetMs"":42048},{""eventType"":""playing"",""sessionOffsetMs"":44498,""mediaOffsetMs"":48064},{""eventType"":""paused"",""sessionOffsetMs"":1528209,""mediaOffsetMs"":1531571},{""eventType"":""stopped"",""sessionOffsetMs"":1528991,""mediaOffsetMs"":1531731}]"
