Profile Name,Title Description,Device,Playback Start Utc Ts,Country,Playtraces
Zoie,"Super PupZ: Season 1: ""Storming the Observatory""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 06:35:24,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":3232,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":15139,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":19419,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":23367,""mediaOffsetMs"":36036},{""eventType"":""playing"",""sessionOffsetMs"":27291,""mediaOffsetMs"":40040},{""eventType"":""playing"",""sessionOffsetMs"":31334,""mediaOffsetMs"":44044},{""eventType"":""paused"",""sessionOffsetMs"":1310835,""mediaOffsetMs"":1323322},{""eventType"":""stopped"",""sessionOffsetMs"":1311360,""mediaOffsetMs"":1323573}]"
Zoie,"Super PupZ: Season 1: ""UnPack the Mystery""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 06:13:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":3742,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":15609,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":19610,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":23601,""mediaOffsetMs"":36036},{""eventType"":""playing"",""sessionOffsetMs"":27639,""mediaOffsetMs"":40040},{""eventType"":""playing"",""sessionOffsetMs"":31726,""mediaOffsetMs"":44044},{""eventType"":""playing"",""sessionOffsetMs"":35727,""mediaOffsetMs"":48048},{""eventType"":""playing"",""sessionOffsetMs"":39752,""mediaOffsetMs"":52052},{""eventType"":""paused"",""sessionOffsetMs"":1311540,""mediaOffsetMs"":1323280},{""eventType"":""stopped"",""sessionOffsetMs"":1311953,""mediaOffsetMs"":1323852}]"
Zoie,"Super PupZ: Season 1: ""The Greatest Superpower Is Teamwork!""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 05:51:28,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":3298,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":19402,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":23302,""mediaOffsetMs"":36036},{""eventType"":""playing"",""sessionOffsetMs"":27302,""mediaOffsetMs"":40040},{""eventType"":""playing"",""sessionOffsetMs"":31303,""mediaOffsetMs"":44044},{""eventType"":""playing"",""sessionOffsetMs"":35287,""mediaOffsetMs"":48048},{""eventType"":""playing"",""sessionOffsetMs"":39448,""mediaOffsetMs"":52052},{""eventType"":""playing"",""sessionOffsetMs"":43491,""mediaOffsetMs"":56056},{""eventType"":""playing"",""sessionOffsetMs"":47434,""mediaOffsetMs"":60060},{""eventType"":""playing"",""sessionOffsetMs"":71487,""mediaOffsetMs"":84084},{""eventType"":""playing"",""sessionOffsetMs"":87469,""mediaOffsetMs"":100100},{""eventType"":""playing"",""sessionOffsetMs"":163567,""mediaOffsetMs"":176176},{""eventType"":""playing"",""sessionOffsetMs"":187576,""mediaOffsetMs"":200200},{""eventType"":""playing"",""sessionOffsetMs"":211586,""mediaOffsetMs"":224224},{""eventType"":""playing"",""sessionOffsetMs"":227654,""mediaOffsetMs"":240240},{""eventType"":""playing"",""sessionOffsetMs"":239682,""mediaOffsetMs"":252252},{""eventType"":""playing"",""sessionOffsetMs"":255652,""mediaOffsetMs"":268268},{""eventType"":""playing"",""sessionOffsetMs"":315703,""mediaOffsetMs"":328328},{""eventType"":""playing"",""sessionOffsetMs"":331729,""mediaOffsetMs"":344344},{""eventType"":""playing"",""sessionOffsetMs"":383832,""mediaOffsetMs"":396396},{""eventType"":""playing"",""sessionOffsetMs"":399809,""mediaOffsetMs"":412412},{""eventType"":""playing"",""sessionOffsetMs"":539938,""mediaOffsetMs"":552552},{""eventType"":""playing"",""sessionOffsetMs"":560010,""mediaOffsetMs"":572572},{""eventType"":""playing"",""sessionOffsetMs"":1100517,""mediaOffsetMs"":1113112},{""eventType"":""playing"",""sessionOffsetMs"":1116499,""mediaOffsetMs"":1129128},{""eventType"":""paused"",""sessionOffsetMs"":1325399,""mediaOffsetMs"":1337586},{""eventType"":""stopped"",""sessionOffsetMs"":1325920,""mediaOffsetMs"":1338021}]"
Zoie,"Super PupZ: Season 1: ""Supermentor""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 05:27:33,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":3246,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":15352,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":19236,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":23238,""mediaOffsetMs"":36036},{""eventType"":""playing"",""sessionOffsetMs"":27223,""mediaOffsetMs"":40040},{""eventType"":""playing"",""sessionOffsetMs"":31309,""mediaOffsetMs"":44044},{""eventType"":""playing"",""sessionOffsetMs"":35393,""mediaOffsetMs"":48048},{""eventType"":""playing"",""sessionOffsetMs"":39435,""mediaOffsetMs"":52052},{""eventType"":""playing"",""sessionOffsetMs"":43377,""mediaOffsetMs"":56056},{""eventType"":""playing"",""sessionOffsetMs"":171536,""mediaOffsetMs"":184184},{""eventType"":""playing"",""sessionOffsetMs"":187520,""mediaOffsetMs"":200200},{""eventType"":""playing"",""sessionOffsetMs"":331662,""mediaOffsetMs"":344344},{""eventType"":""playing"",""sessionOffsetMs"":347709,""mediaOffsetMs"":360360},{""eventType"":""playing"",""sessionOffsetMs"":399727,""mediaOffsetMs"":412412},{""eventType"":""playing"",""sessionOffsetMs"":419777,""mediaOffsetMs"":432432},{""eventType"":""playing"",""sessionOffsetMs"":431802,""mediaOffsetMs"":444444},{""eventType"":""playing"",""sessionOffsetMs"":447785,""mediaOffsetMs"":460460},{""eventType"":""playing"",""sessionOffsetMs"":559919,""mediaOffsetMs"":572572},{""eventType"":""playing"",""sessionOffsetMs"":848209,""mediaOffsetMs"":860860},{""eventType"":""playing"",""sessionOffsetMs"":880243,""mediaOffsetMs"":892892},{""eventType"":""playing"",""sessionOffsetMs"":896268,""mediaOffsetMs"":908908},{""eventType"":""playing"",""sessionOffsetMs"":1152501,""mediaOffsetMs"":1165164},{""eventType"":""playing"",""sessionOffsetMs"":1168551,""mediaOffsetMs"":1181180},{""eventType"":""playing"",""sessionOffsetMs"":1320686,""mediaOffsetMs"":1333332},{""eventType"":""playing"",""sessionOffsetMs"":1336669,""mediaOffsetMs"":1349348},{""eventType"":""paused"",""sessionOffsetMs"":1435298,""mediaOffsetMs"":1447612},{""eventType"":""stopped"",""sessionOffsetMs"":1435853,""mediaOffsetMs"":1447911}]"
Zoie,"Super PupZ: Season 1: ""Plan ‘Z’ the Trap""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 04:58:04,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":3325,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":15347,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":19230,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":23240,""mediaOffsetMs"":36036},{""eventType"":""playing"",""sessionOffsetMs"":27215,""mediaOffsetMs"":40040},{""eventType"":""playing"",""sessionOffsetMs"":31340,""mediaOffsetMs"":44044},{""eventType"":""playing"",""sessionOffsetMs"":35406,""mediaOffsetMs"":48048},{""eventType"":""playing"",""sessionOffsetMs"":39408,""mediaOffsetMs"":52052},{""eventType"":""playing"",""sessionOffsetMs"":43367,""mediaOffsetMs"":56056},{""eventType"":""paused"",""sessionOffsetMs"":344261,""mediaOffsetMs"":356689},{""eventType"":""playing"",""sessionOffsetMs"":734840,""mediaOffsetMs"":356689},{""eventType"":""playing"",""sessionOffsetMs"":1018530,""mediaOffsetMs"":640640},{""eventType"":""playing"",""sessionOffsetMs"":1034537,""mediaOffsetMs"":656656},{""eventType"":""playing"",""sessionOffsetMs"":1406929,""mediaOffsetMs"":1029028},{""eventType"":""playing"",""sessionOffsetMs"":1422994,""mediaOffsetMs"":1045044},{""eventType"":""playing"",""sessionOffsetMs"":1503009,""mediaOffsetMs"":1125124},{""eventType"":""playing"",""sessionOffsetMs"":1519059,""mediaOffsetMs"":1141140},{""eventType"":""playing"",""sessionOffsetMs"":1587149,""mediaOffsetMs"":1209208},{""eventType"":""playing"",""sessionOffsetMs"":1603116,""mediaOffsetMs"":1225224},{""eventType"":""paused"",""sessionOffsetMs"":1769238,""mediaOffsetMs"":1391348},{""eventType"":""stopped"",""sessionOffsetMs"":1769812,""mediaOffsetMs"":1391323}]"
Zoie,"Super PupZ: Season 1: ""Superpups, Superheroes""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 04:35:26,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":3338,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":15407,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":19290,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":23290,""mediaOffsetMs"":36036},{""eventType"":""playing"",""sessionOffsetMs"":27315,""mediaOffsetMs"":40040},{""eventType"":""playing"",""sessionOffsetMs"":31398,""mediaOffsetMs"":44044},{""eventType"":""playing"",""sessionOffsetMs"":35483,""mediaOffsetMs"":48048},{""eventType"":""playing"",""sessionOffsetMs"":39442,""mediaOffsetMs"":52052},{""eventType"":""playing"",""sessionOffsetMs"":43466,""mediaOffsetMs"":56056},{""eventType"":""paused"",""sessionOffsetMs"":126569,""mediaOffsetMs"":138596},{""eventType"":""playing"",""sessionOffsetMs"":127063,""mediaOffsetMs"":138596},{""eventType"":""paused"",""sessionOffsetMs"":127996,""mediaOffsetMs"":139931},{""eventType"":""playing"",""sessionOffsetMs"":165169,""mediaOffsetMs"":139931},{""eventType"":""playing"",""sessionOffsetMs"":981996,""mediaOffsetMs"":956956},{""eventType"":""playing"",""sessionOffsetMs"":998046,""mediaOffsetMs"":972972},{""eventType"":""playing"",""sessionOffsetMs"":1122176,""mediaOffsetMs"":1097096},{""eventType"":""playing"",""sessionOffsetMs"":1138200,""mediaOffsetMs"":1113112},{""eventType"":""playing"",""sessionOffsetMs"":1250291,""mediaOffsetMs"":1225224},{""eventType"":""playing"",""sessionOffsetMs"":1266316,""mediaOffsetMs"":1241240},{""eventType"":""paused"",""sessionOffsetMs"":1359068,""mediaOffsetMs"":1333749},{""eventType"":""stopped"",""sessionOffsetMs"":1359590,""mediaOffsetMs"":1334005}]"
Zoie,"Super PupZ: Season 1: ""What in the World Is Friendship?""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 04:13:04,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":3457,""mediaOffsetMs"":18000},{""eventType"":""playing"",""sessionOffsetMs"":15479,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":19364,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":23365,""mediaOffsetMs"":36036},{""eventType"":""playing"",""sessionOffsetMs"":27389,""mediaOffsetMs"":40040},{""eventType"":""playing"",""sessionOffsetMs"":31557,""mediaOffsetMs"":44044},{""eventType"":""playing"",""sessionOffsetMs"":35515,""mediaOffsetMs"":48048},{""eventType"":""playing"",""sessionOffsetMs"":39541,""mediaOffsetMs"":52052},{""eventType"":""playing"",""sessionOffsetMs"":427934,""mediaOffsetMs"":440440},{""eventType"":""playing"",""sessionOffsetMs"":443938,""mediaOffsetMs"":456456},{""eventType"":""paused"",""sessionOffsetMs"":1341897,""mediaOffsetMs"":1354019},{""eventType"":""stopped"",""sessionOffsetMs"":1342391,""mediaOffsetMs"":1354403}]"
Zoie,"Super PupZ: Season 1: ""Pilot""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:29:37,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3596,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":15545,""mediaOffsetMs"":12012},{""eventType"":""playing"",""sessionOffsetMs"":19545,""mediaOffsetMs"":16016},{""eventType"":""playing"",""sessionOffsetMs"":23549,""mediaOffsetMs"":20020},{""eventType"":""playing"",""sessionOffsetMs"":27532,""mediaOffsetMs"":24024},{""eventType"":""playing"",""sessionOffsetMs"":31651,""mediaOffsetMs"":28028},{""eventType"":""playing"",""sessionOffsetMs"":35676,""mediaOffsetMs"":32032},{""eventType"":""playing"",""sessionOffsetMs"":39718,""mediaOffsetMs"":36036},{""eventType"":""paused"",""sessionOffsetMs"":44535,""mediaOffsetMs"":40457},{""eventType"":""playing"",""sessionOffsetMs"":46042,""mediaOffsetMs"":40457},{""eventType"":""paused"",""sessionOffsetMs"":46735,""mediaOffsetMs"":41541},{""eventType"":""playing"",""sessionOffsetMs"":57665,""mediaOffsetMs"":41541},{""eventType"":""playing"",""sessionOffsetMs"":124179,""mediaOffsetMs"":108108},{""eventType"":""playing"",""sessionOffsetMs"":140204,""mediaOffsetMs"":124124},{""eventType"":""playing"",""sessionOffsetMs"":172238,""mediaOffsetMs"":156156},{""eventType"":""playing"",""sessionOffsetMs"":188265,""mediaOffsetMs"":172172},{""eventType"":""playing"",""sessionOffsetMs"":244344,""mediaOffsetMs"":228228},{""eventType"":""playing"",""sessionOffsetMs"":260328,""mediaOffsetMs"":244244},{""eventType"":""playing"",""sessionOffsetMs"":864913,""mediaOffsetMs"":848848},{""eventType"":""playing"",""sessionOffsetMs"":884980,""mediaOffsetMs"":868868},{""eventType"":""playing"",""sessionOffsetMs"":997071,""mediaOffsetMs"":980980},{""eventType"":""playing"",""sessionOffsetMs"":1013054,""mediaOffsetMs"":996996},{""eventType"":""playing"",""sessionOffsetMs"":1121190,""mediaOffsetMs"":1105104},{""eventType"":""playing"",""sessionOffsetMs"":1137218,""mediaOffsetMs"":1121120},{""eventType"":""playing"",""sessionOffsetMs"":1417460,""mediaOffsetMs"":1401400},{""eventType"":""playing"",""sessionOffsetMs"":1433525,""mediaOffsetMs"":1417416},{""eventType"":""playing"",""sessionOffsetMs"":2406487,""mediaOffsetMs"":2390388},{""eventType"":""playing"",""sessionOffsetMs"":2422470,""mediaOffsetMs"":2406404},{""eventType"":""paused"",""sessionOffsetMs"":2607795,""mediaOffsetMs"":2591422},{""eventType"":""stopped"",""sessionOffsetMs"":2608446,""mediaOffsetMs"":2591657}]"
Zoie,Season 1 Teaser: Super PupZ,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:29:14,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3153,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":23886,""mediaOffsetMs"":20562},{""eventType"":""stopped"",""sessionOffsetMs"":25606,""mediaOffsetMs"":20664}]"
Zoie,Bunk'd: Season 1_hook_primary_16x9,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:28:58,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2192,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":15560,""mediaOffsetMs"":12762},{""eventType"":""stopped"",""sessionOffsetMs"":18209,""mediaOffsetMs"":12817}]"
Zoie,Season 1 Villain / Antagonist Clip: Maverix,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:28:38,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2970,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":3080,""mediaOffsetMs"":120},{""eventType"":""stopped"",""sessionOffsetMs"":4707,""mediaOffsetMs"":181}]"
Zoie,Season 1 Trailer: Animal,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:28:16,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2272,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":17114,""mediaOffsetMs"":14639},{""eventType"":""stopped"",""sessionOffsetMs"":19581,""mediaOffsetMs"":14641}]"
Zoie,Season 1 Trailer: Our Great National Parks,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:28:06,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2761,""mediaOffsetMs"":0}]"
Zoie,"Our Great National Parks: Limited Series: ""Monterey Bay National Marine Sanctuary, USA""",LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:58,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":5251,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":25176,""mediaOffsetMs"":20000},{""eventType"":""playing"",""sessionOffsetMs"":29183,""mediaOffsetMs"":24000},{""eventType"":""playing"",""sessionOffsetMs"":33313,""mediaOffsetMs"":28000},{""eventType"":""playing"",""sessionOffsetMs"":37283,""mediaOffsetMs"":32000},{""eventType"":""paused"",""sessionOffsetMs"":38349,""mediaOffsetMs"":32640},{""eventType"":""reposition"",""sessionOffsetMs"":38349,""mediaOffsetMs"":23014},{""eventType"":""paused"",""sessionOffsetMs"":38548,""mediaOffsetMs"":23014},{""eventType"":""reposition"",""sessionOffsetMs"":39950,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":41333,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":41352,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":53319,""mediaOffsetMs"":12000},{""eventType"":""playing"",""sessionOffsetMs"":57208,""mediaOffsetMs"":16000},{""eventType"":""playing"",""sessionOffsetMs"":61219,""mediaOffsetMs"":20000},{""eventType"":""playing"",""sessionOffsetMs"":65226,""mediaOffsetMs"":24000},{""eventType"":""playing"",""sessionOffsetMs"":69316,""mediaOffsetMs"":28000},{""eventType"":""playing"",""sessionOffsetMs"":73324,""mediaOffsetMs"":32000},{""eventType"":""playing"",""sessionOffsetMs"":77333,""mediaOffsetMs"":36000},{""eventType"":""playing"",""sessionOffsetMs"":93370,""mediaOffsetMs"":52000},{""eventType"":""playing"",""sessionOffsetMs"":97338,""mediaOffsetMs"":56000},{""eventType"":""playing"",""sessionOffsetMs"":101347,""mediaOffsetMs"":60000},{""eventType"":""playing"",""sessionOffsetMs"":869338,""mediaOffsetMs"":828000},{""eventType"":""playing"",""sessionOffsetMs"":885336,""mediaOffsetMs"":844000},{""eventType"":""playing"",""sessionOffsetMs"":1021344,""mediaOffsetMs"":980000},{""eventType"":""playing"",""sessionOffsetMs"":1037377,""mediaOffsetMs"":996000},{""eventType"":""paused"",""sessionOffsetMs"":1085797,""mediaOffsetMs"":1044000},{""eventType"":""stopped"",""sessionOffsetMs"":1088808,""mediaOffsetMs"":1042813}]"
Zoie,Inciting Incident Clip: Rescued By Ruby,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:54,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2898,""mediaOffsetMs"":0}]"
Zoie,Season 1 Trailer: Our Great National Parks,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:47,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":3599,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":7431,""mediaOffsetMs"":3760},{""eventType"":""stopped"",""sessionOffsetMs"":9877,""mediaOffsetMs"":3197}]"
Zoie,Season 1 High Context Clip: Making Fun,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:45,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2405,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":2673,""mediaOffsetMs"":125},{""eventType"":""stopped"",""sessionOffsetMs"":4599,""mediaOffsetMs"":174}]"
Zoie,Season 1 Trailer: Our Great National Parks,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:43,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2793,""mediaOffsetMs"":0}]"
Zoie,Season 1 High Context Clip: Making Fun,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:42,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""stopped"",""sessionOffsetMs"":2589,""mediaOffsetMs"":0}]"
Zoie,DreamWorks Dragons: Race to the Edge: Season 6 (Clip Standard 2),LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:23,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":3313,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":8114,""mediaOffsetMs"":4295},{""eventType"":""stopped"",""sessionOffsetMs"":10695,""mediaOffsetMs"":4301}]"
Zoie,Rip Tide_hook_primary_16x9,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:17,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":0},{""eventType"":""playing"",""sessionOffsetMs"":2207,""mediaOffsetMs"":0},{""eventType"":""paused"",""sessionOffsetMs"":5113,""mediaOffsetMs"":2419},{""eventType"":""stopped"",""sessionOffsetMs"":6873,""mediaOffsetMs"":2490}]"
Zoie,Season 1 Trailer: The Boss Baby: Back in the Crib,LG 2017 LG M16p Standard UHD TV Smart TV,2022-05-23 03:09:03,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":20},{""eventType"":""playing"",""sessionOffsetMs"":2415,""mediaOffsetMs"":20},{""eventType"":""paused"",""sessionOffsetMs"":14718,""mediaOffsetMs"":12095},{""eventType"":""stopped"",""sessionOffsetMs"":16063,""mediaOffsetMs"":12141}]"
Zoie,"Dragons: Race to the Edge: Season 6: ""Ruff Transition""",Roku Midland Smart TV,2022-05-21 17:42:03,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":4553,""mediaOffsetMs"":41000},{""eventType"":""paused"",""sessionOffsetMs"":9081,""mediaOffsetMs"":44640}]"
Zoie,"Dragons: Race to the Edge: Season 6: ""Mi Amore Wing""",Roku Midland Smart TV,2022-05-21 17:20:19,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":3982,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":27046,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":33062,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":41062,""mediaOffsetMs"":78080},{""eventType"":""playing"",""sessionOffsetMs"":55078,""mediaOffsetMs"":92096},{""eventType"":""paused"",""sessionOffsetMs"":1304348,""mediaOffsetMs"":1340689},{""eventType"":""stopped"",""sessionOffsetMs"":1306098,""mediaOffsetMs"":1340786}]"
Zoie,"Dragons: Race to the Edge: Season 6: ""A Gruff Separation""",Roku Midland Smart TV,2022-05-21 16:58:35,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":4029,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":27093,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":33109,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":41109,""mediaOffsetMs"":78080},{""eventType"":""playing"",""sessionOffsetMs"":75157,""mediaOffsetMs"":112128},{""eventType"":""paused"",""sessionOffsetMs"":1304932,""mediaOffsetMs"":1341232},{""eventType"":""stopped"",""sessionOffsetMs"":1306797,""mediaOffsetMs"":1341279}]"
Zoie,"Dragons: Race to the Edge: Season 6: ""Loyal Order of Ingerman""",Roku Midland Smart TV,2022-05-21 16:36:49,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":3809,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":26873,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":32889,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":40889,""mediaOffsetMs"":78080},{""eventType"":""playing"",""sessionOffsetMs"":46905,""mediaOffsetMs"":84096},{""eventType"":""playing"",""sessionOffsetMs"":54905,""mediaOffsetMs"":92096},{""eventType"":""playing"",""sessionOffsetMs"":74937,""mediaOffsetMs"":112128},{""eventType"":""paused"",""sessionOffsetMs"":1304979,""mediaOffsetMs"":1341514},{""eventType"":""stopped"",""sessionOffsetMs"":1307003,""mediaOffsetMs"":1341552}]"
Zoie,"Dragons: Race to the Edge: Season 6: ""Chain of Command""",Roku Midland Smart TV,2022-05-21 16:15:05,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":3599,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":26663,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":32679,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":40679,""mediaOffsetMs"":78080},{""eventType"":""playing"",""sessionOffsetMs"":46695,""mediaOffsetMs"":84096},{""eventType"":""paused"",""sessionOffsetMs"":1304573,""mediaOffsetMs"":1341326},{""eventType"":""stopped"",""sessionOffsetMs"":1306338,""mediaOffsetMs"":1341384}]"
Zoie,"Dragons: Race to the Edge: Season 6: ""No Bark, All Bite""",Roku Midland Smart TV,2022-05-21 15:52:05,US,"[{""eventType"":""start"",""sessionOffsetMs"":0,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":3949,""mediaOffsetMs"":41000},{""eventType"":""playing"",""sessionOffsetMs"":27013,""mediaOffsetMs"":64064},{""eventType"":""playing"",""sessionOffsetMs"":33029,""mediaOffsetMs"":70080},{""eventType"":""playing"",""sessionOffsetMs"":41029,""mediaOffsetMs"":78080},{""eventType"":""playing"",""sessionOffsetMs"":47045,""mediaOffsetMs"":84096},{""eventType"":""paused"",""sessionOffsetMs"":51857,""mediaOffsetMs"":88233},{""eventType"":""playing"",""sessionOffsetMs"":127814,""mediaOffsetMs"":88428},{""eventType"":""paused"",""sessionOffsetMs"":1380915,""mediaOffsetMs"":1341503},{""eventType"":""stopped"",""sessionOffsetMs"":1382670,""mediaOffsetMs"":1341508}]"
